,image_name,noise_level,Y_H,consensus,expert1,expert2,expert3,model_p0,model_p1,model_p2,model_pred_int
532,n01537544_8859,110,"[1, 1, 1]",1,1,1,1,3.4832857271634426e-05,0.9999578738955601,7.2932471682240604e-06,1
533,n03937543_5703,110,"[0, 0, 0]",0,0,0,0,0.9988380374409567,0.0011473643999199167,1.459815912351137e-05,0
534,n02123394_8164,110,"[1, 1, 1]",1,1,1,1,2.6194813559381613e-05,0.9999730448718496,7.603145912725551e-07,1
535,n02124075_15031,125,"[1, 1, 1]",1,1,1,1,0.0017595451170427804,0.9982189226857642,2.153219719298674e-05,1
536,n04111531_1004,125,"[0, 0, 2]",0,0,0,2,0.6711315694676514,0.09742016281424591,0.2314482677181027,0
537,n02951358_6089,125,"[2, 2, 2]",2,2,2,2,0.2083231399499841,0.3876382759819545,0.4040385840680613,2
538,n04505470_3433,110,"[0, 0, 0]",0,0,0,0,0.9999885806137593,2.6726334400229133e-06,8.746752800691893e-06,0
539,n02690373_243,125,"[2, 2, 2]",2,2,2,2,5.821788217842735e-07,4.960874517162339e-06,0.9999944569466611,2
540,n02690373_4144,125,"[2, 2, 2]",2,2,2,2,0.0017427192008402591,0.0016219503890648802,0.9966353304100948,2
541,n03085013_22980,125,"[0, 0, 0]",0,0,0,0,0.7891157695955167,0.16487445532967807,0.046009775074805144,0
542,n02504458_1302,125,"[1, 1, 1]",1,1,1,1,0.0053945454500316774,0.992264445018055,0.00234100953191336,1
543,n03792782_12433,125,"[2, 2, 2]",2,2,2,2,0.08418694291692448,0.19533732357226716,0.7204757335108083,2
544,n03085013_24045,110,"[0, 0, 0]",0,0,0,0,0.9999953930492097,1.8288900009626505e-06,2.778060789304061e-06,0
545,n02134418_134,110,"[1, 1, 1]",1,1,1,1,0.0001739348933142124,0.9997662446374809,5.982046920487104e-05,1
546,n03417042_9096,125,"[2, 2, 2]",2,2,2,2,0.006200995931266841,0.0008174826259392698,0.992981521442794,2
547,n02690373_9401,125,"[2, 2, 2]",2,2,2,2,9.904387702856313e-07,3.633099177026533e-05,0.9999626785694594,2
548,n04467665_44850,125,"[2, 2, 2]",2,2,2,2,0.0017130104142067044,0.0001957518499430091,0.9980912377358502,2
549,n04505470_207,110,"[0, 0, 0]",0,0,0,0,0.9999812651873603,1.2474200691661072e-05,6.26061194803758e-06,0
550,n03041632_35116,125,"[0, 0, 2]",0,0,0,2,0.6072945268185719,0.1647626501296086,0.22794282305181962,0
551,n04548280_8225,125,"[0, 0, 2]",0,0,0,2,0.7913948984324616,0.09393517775479562,0.11466992381274278,0
552,n04467665_2,125,"[2, 1, 2]",2,2,1,2,0.0018025306876496892,0.0003050347669761034,0.9978924345453744,2
553,n03196217_1423,125,"[0, 0, 2]",0,0,0,2,0.30436566833266177,0.041307041522441766,0.6543272901448964,2
554,n03041632_5801,125,"[0, 0, 0]",0,0,0,0,0.36312886011131695,0.6030847785473703,0.033786361341312784,1
555,n03041632_22472,125,"[0, 0, 0]",0,0,0,0,0.9999763099939116,1.1650248207060802e-05,1.2039757881124211e-05,0
556,n03196217_10634,110,"[0, 0, 2]",0,0,0,2,0.9847655922996854,0.01184450967682844,0.0033898980234861507,0
557,n03041632_47234,125,"[0, 0, 2]",0,0,0,2,0.8771880325524529,0.07087450992472627,0.05193745752282075,0
558,n01798484_2289,125,"[2, 1, 1]",1,2,1,1,6.030587836377094e-06,0.9999886892128933,5.280199270273908e-06,1
559,n03796401_7104,125,"[0, 0, 2]",0,0,0,2,0.648994933417406,0.17804211972304204,0.17296294685955207,0
560,n01798484_3874,110,"[0, 1, 1]",1,0,1,1,1.5355352336708096e-05,0.9999707065687611,1.393807890241151e-05,1
561,n03100240_6822,125,"[2, 2, 2]",2,2,2,2,0.0009777214510198248,0.0005282729087141272,0.998494005640266,2
562,n02814533_83614,110,"[2, 2, 2]",2,2,2,2,0.001067615513454285,0.002159076698225478,0.9967733077883202,2
563,n04467665_61792,125,"[2, 1, 2]",2,2,1,2,0.6053577479243082,0.09501247621790801,0.29962977585778383,0
564,n04467665_66876,110,"[2, 2, 2]",2,2,2,2,1.1158663235869124e-06,2.398693658247205e-07,0.9999986442643106,2
565,n02123045_2719,110,"[1, 1, 1]",1,1,1,1,2.6305763396089676e-05,0.9999722989418901,1.395294713836018e-06,1
566,n04560804_154,110,"[0, 0, 1]",0,0,0,1,0.07550965263905507,0.9172574104505117,0.007232936910433138,1
567,n03792782_10929,125,"[2, 2, 2]",2,2,2,2,8.480944376150719e-05,0.0004059738104734313,0.9995092167457649,2
568,n02099712_4066,110,"[1, 1, 1]",1,1,1,1,0.00015757970419984858,0.9998336899471864,8.730348613868632e-06,1
569,n04285008_7082,110,"[2, 2, 2]",2,2,2,2,7.593241385430019e-05,7.274862628080593e-05,0.999851318959865,2
570,n02791124_4296,110,"[0, 0, 0]",0,0,0,0,0.9999222720556162,3.1867413969781745e-05,4.586053041394644e-05,0
571,n03376595_14563,125,"[0, 0, 2]",0,0,0,2,0.5705428127869705,0.3570886911552321,0.07236849605779777,0
572,n03662601_32251,110,"[2, 2, 2]",2,2,2,2,2.302643235181336e-08,7.699384759287224e-08,0.9999998999797202,2
573,n02835271_21558,125,"[2, 2, 2]",2,2,2,2,0.0010774974168392163,0.0008014983613295075,0.9981210042218311,2
574,n02504458_4117,125,"[2, 1, 1]",1,2,1,1,0.011301433233373206,0.9423051361045209,0.0463934306621058,1
575,n02124075_7520,125,"[2, 1, 1]",1,2,1,1,0.0005453378561179284,0.9994301784037216,2.448374016031682e-05,1
576,n03041632_4787,125,"[0, 0, 1]",0,0,0,1,0.8973846575995039,0.07467066745727789,0.02794467494321805,0
577,n02013706_1024,110,"[0, 1, 1]",1,0,1,1,1.453909397158933e-09,0.9999999985111854,3.4905227905323515e-11,1
578,n02102480_10156,125,"[2, 1, 1]",1,2,1,1,0.08110055911211332,0.5683960362154123,0.35050340467247415,1
579,n03344393_5184,110,"[2, 2, 2]",2,2,2,2,5.988498857388095e-10,5.7746634616951955e-09,0.9999999936264867,2
580,n02104029_3121,125,"[0, 1, 1]",1,0,1,1,0.04700018202714069,0.94841504670341,0.0045847712694491675,1
581,n03417042_10885,110,"[2, 0, 2]",2,2,0,2,0.08227512199127884,0.01794455387566408,0.8997803241330571,2
582,n04467665_61792,110,"[2, 0, 2]",2,2,0,2,0.824648950506019,0.04004262541445411,0.13530842407952653,0
583,n03041632_27960,125,"[0, 0, 0]",0,0,0,0,0.9999881842371418,7.3686995894321845e-06,4.447063268863097e-06,0
584,n02951358_8041,125,"[2, 1, 2]",2,2,1,2,0.007726599082239748,0.14224255873428,0.8500308421834801,2
585,n04273569_3052,110,"[2, 2, 2]",2,2,2,2,2.394213514794536e-06,4.2941451395929927e-05,0.9999546643350891,2
586,n02134418_4696,110,"[1, 1, 1]",1,1,1,1,0.013527700374894487,0.984864918631412,0.0016073809936933935,1
587,n02504013_4590,125,"[2, 1, 1]",1,2,1,1,0.007401413376863761,0.9907791575418895,0.001819429081246765,1
588,n02123394_4666,110,"[1, 1, 1]",1,1,1,1,0.00022240451665031736,0.9997151809388012,6.241454454865831e-05,1
589,n03085013_28741,125,"[0, 0, 2]",0,0,0,2,0.9994423000030254,0.00023711354133312823,0.0003205864556413953,0
590,n04111531_8818,110,"[0, 0, 0]",0,0,0,0,0.344972938121356,0.03726618065664667,0.6177608812219973,2
591,n04505470_4484,110,"[0, 0, 0]",0,0,0,0,0.999999138846688,1.0969730830496777e-07,7.514560037874226e-07,0
592,n02690373_13613,110,"[2, 2, 2]",2,2,2,2,3.562582531806965e-06,0.00018178434877314607,0.9998146530686949,2
593,n02690373_20331,110,"[2, 2, 2]",2,2,2,2,4.0960890369640904e-06,3.555469880227148e-06,0.9999923484410828,2
594,n02504013_4590,110,"[1, 1, 1]",1,1,1,1,0.0005851334495665688,0.9993665448436865,4.832170674687604e-05,1
595,n04429376_45669,125,"[0, 1, 1]",1,0,1,1,0.8435504502723205,0.14323527773881434,0.01321427198886518,0
596,n04591713_2052,110,"[0, 0, 2]",0,0,0,2,0.9556689406073683,0.01935992907501924,0.02497113031761255,0
597,n02835271_13489,110,"[2, 2, 2]",2,2,2,2,9.814388071864839e-05,4.271457226363775e-05,0.9998591415470176,2
598,n03417042_27497,125,"[2, 0, 2]",2,2,0,2,0.0005003569530348754,3.1145106546988864e-05,0.9994684979404181,2
599,n02835271_5858,125,"[2, 0, 2]",2,2,0,2,0.001402981648584006,0.0026916200374431623,0.9959053983139728,2
600,n03792782_6023,110,"[2, 0, 2]",2,2,0,2,0.13712305493434793,0.5145683539172009,0.34830859114845125,1
601,n04505470_206,125,"[0, 0, 0]",0,0,0,0,0.8867078308732159,0.04678742715582723,0.06650474197095721,0
602,n01795545_1515,125,"[1, 1, 1]",1,1,1,1,4.749681599680728e-06,0.9999940475103234,1.2028080770579522e-06,1
603,n02814533_35294,110,"[2, 2, 2]",2,2,2,2,0.0017390401400163564,0.001484431827801098,0.9967765280321828,2
604,n03662601_326,110,"[2, 2, 2]",2,2,2,2,1.7062213127958964e-08,4.2434576420147334e-08,0.9999999405032105,2
605,n04429376_57425,125,"[0, 0, 2]",0,0,0,2,0.8659179868523128,0.12522821135900522,0.008853801788682078,0
606,n02504013_218,110,"[1, 1, 1]",1,1,1,1,2.4412684042286674e-05,0.9999665936635411,8.993652416448265e-06,1
607,n02835271_9862,110,"[2, 2, 2]",2,2,2,2,0.004875529177691597,0.0034407323394606863,0.9916837384828474,2
608,n02814533_40876,125,"[2, 0, 2]",2,2,0,2,0.061633287757072774,0.08627182014622121,0.852094892096706,2
609,n03041632_45775,125,"[0, 0, 2]",0,0,0,2,0.8140171645833016,0.08093124733749492,0.10505158807920335,0
610,n03041632_47410,125,"[0, 0, 0]",0,0,0,0,0.9993438986751807,0.00036733678404777425,0.0002887645407714088,0
611,n02123597_11798,125,"[0, 1, 1]",1,0,1,1,0.003786925745908384,0.9957227122042221,0.0004903620498694227,1
612,n02028035_26229,125,"[2, 1, 1]",1,2,1,1,1.33041139998509e-05,0.9999666812831747,2.0014602825651778e-05,1
613,n04285008_8918,110,"[2, 2, 2]",2,2,2,2,0.0003707379777829106,9.58913313719104e-05,0.9995333706908452,2
614,n02835271_15087,110,"[2, 2, 2]",2,2,2,2,0.0007580114784482787,7.800313956241488e-05,0.9991639853819893,2
615,n03041632_54627,125,"[0, 0, 2]",0,0,0,2,0.3646346428542406,0.5805343210033957,0.05483103614236351,1
616,n03796401_18139,125,"[2, 1, 2]",2,2,1,2,1.116988084892833e-05,8.445042606132221e-06,0.9999803850765451,2
617,n02504013_6897,125,"[1, 1, 1]",1,1,1,1,0.0010095580336031452,0.9986567096709983,0.0003337322953987152,1
618,n03085013_22175,125,"[0, 0, 2]",0,0,0,2,0.9987974568271112,0.0006115150219811404,0.0005910281509075635,0
619,n04111531_9613,125,"[0, 0, 0]",0,0,0,0,0.9977237871069023,0.00043598201445863705,0.001840230878639187,0
620,n04111531_9178,125,"[0, 0, 0]",0,0,0,0,0.6210117755897012,0.00742729100804284,0.3715609334022563,0
621,n02708093_2650,125,"[0, 0, 1]",0,0,0,1,0.9998155593863844,0.00011978770939206893,6.465290422365509e-05,0
622,n02504458_5507,110,"[1, 1, 1]",1,1,1,1,7.091410608562055e-07,0.9999969843794241,2.306479515118932e-06,1
623,n03983396_971,125,"[0, 0, 1]",0,0,0,1,0.9029644388471275,0.07045311137096144,0.02658244978191105,0
624,n04505470_5007,110,"[0, 0, 1]",0,0,0,1,0.9999986526207012,5.028604331773258e-07,8.445188655390891e-07,0
625,n04111531_12903,110,"[0, 0, 0]",0,0,0,0,0.8722771439445576,0.027877604838724864,0.09984525121671757,0
626,n03662601_10425,125,"[2, 2, 2]",2,2,2,2,0.0017531811187059564,0.040219701742119814,0.9580271171391743,2
627,n02814533_27484,110,"[2, 2, 2]",2,2,2,2,0.0003773660713022155,6.388814615801753e-05,0.9995587457825397,2
628,n02951358_7238,125,"[2, 1, 2]",2,2,1,2,0.000436852350758365,0.48765997784794246,0.5119031698012991,2
629,n03100240_3928,125,"[2, 2, 2]",2,2,2,2,6.596316019715322e-05,0.00010990925056100083,0.9998241275892419,2
630,n04505470_8828,125,"[0, 0, 2]",0,0,0,2,0.7839972544508105,0.08454617311942622,0.13145657242976336,0
631,n03796401_24543,125,"[2, 1, 2]",2,2,1,2,0.23409449684941663,0.2575578414326283,0.508347661717955,2
632,n02835271_18386,125,"[2, 2, 2]",2,2,2,2,0.001772797130688685,0.0007604877407640053,0.9974667151285473,2
633,n03100240_6822,110,"[2, 2, 2]",2,2,2,2,4.3371457956193063e-05,1.93480984342688e-05,0.9999372804436096,2
634,n02133161_18639,125,"[2, 1, 1]",1,2,1,1,0.0014442089990259034,0.725366549788294,0.2731892412126803,1
635,n01824575_2244,125,"[0, 1, 1]",1,0,1,1,0.0019019324487644126,0.9972237703110906,0.0008742972401450163,1
636,n02133161_8679,110,"[1, 1, 1]",1,1,1,1,0.00013067272628524502,0.9996522524885902,0.00021707478512456144,1
637,n02835271_15572,125,"[2, 1, 2]",2,2,1,2,0.0002775823573284212,0.00035921358147748925,0.9993632040611943,2
638,n04505470_10786,110,"[0, 0, 0]",0,0,0,0,0.9969930968029197,0.0008012286019308417,0.002205674595149384,0
639,n02951358_4451,125,"[2, 2, 2]",2,2,2,2,7.86677131278273e-05,0.0029665320179386567,0.9969548002689336,2
640,n04505470_3957,125,"[0, 0, 2]",0,0,0,2,0.9713150037657292,0.024191636505774557,0.004493359728496185,0
641,n02123045_8127,110,"[1, 1, 1]",1,1,1,1,0.0022305293571828963,0.9977320602036432,3.741043917401342e-05,1
642,n04111531_2066,125,"[0, 0, 0]",0,0,0,0,0.7422842670874713,0.10940087787354948,0.14831485503897923,0
643,n02134418_2367,110,"[1, 1, 1]",1,1,1,1,6.791925822655931e-05,0.9998424738038321,8.960693794135446e-05,1
644,n03937543_7520,110,"[0, 0, 0]",0,0,0,0,0.9999970552539866,8.349540786299061e-07,2.109791934740113e-06,0
645,n02835271_7900,125,"[2, 2, 2]",2,2,2,2,7.966500055800163e-06,2.4934359231910327e-05,0.9999670991407124,2
646,n03376595_209,125,"[0, 0, 1]",0,0,0,1,0.9216900700528958,0.06361659652426703,0.014693333422837225,0
647,n03085013_18763,110,"[0, 0, 0]",0,0,0,0,0.9993851630822776,7.386339844838412e-05,0.0005409735192739967,0
648,n03662601_27165,125,"[2, 2, 2]",2,2,2,2,8.852359911081877e-09,1.0075932220982985e-08,0.9999999810717077,2
649,n02025239_7274,125,"[1, 1, 1]",1,1,1,1,1.944172000862816e-05,0.9997874059981643,0.00019315228182714567,1
650,n02708093_2650,110,"[0, 0, 0]",0,0,0,0,0.9999988174544178,6.151987701377052e-07,5.673468120951686e-07,0
651,n03983396_11715,110,"[0, 0, 0]",0,0,0,0,0.7524171962630539,0.06128348977710391,0.1862993139598421,0
652,n04285008_12438,125,"[2, 0, 2]",2,2,0,2,0.0021820699142352054,0.01129672874184218,0.9865212013439225,2
653,n02102040_4392,110,"[0, 1, 1]",1,0,1,1,0.3966567274300872,0.3498124528373557,0.2535308197325571,0
654,n02132136_1467,110,"[2, 1, 1]",1,2,1,1,2.7593687117871232e-05,0.9999135407729831,5.886553989874011e-05,1
655,n02056570_727,125,"[2, 1, 2]",2,2,1,2,0.03846493875038472,0.9331764878885477,0.028358573361067653,1
656,n03792782_63173,110,"[1, 1, 1]",1,1,1,1,0.0014968546869370766,0.00480943232315687,0.9936937129899058,2
657,n03041632_38996,125,"[0, 0, 0]",0,0,0,0,0.9957458164054203,0.0022017232182065275,0.002052460376372939,0
658,n03983396_21920,110,"[0, 0, 1]",0,0,0,1,0.9631045111398293,0.007890515862923978,0.02900497299724683,0
659,n02504458_800,110,"[1, 1, 1]",1,1,1,1,0.003281508723500642,0.9906391401813806,0.006079351095118767,1
660,n02504458_4207,125,"[1, 1, 1]",1,1,1,1,0.000542925856445315,0.9984137973966187,0.0010432767469361515,1
661,n02134084_20702,110,"[1, 1, 1]",1,1,1,1,0.0007669594160309809,0.9991214271662997,0.0001116134176692854,1
662,n03937543_3196,125,"[0, 0, 0]",0,0,0,0,0.9998715657176687,0.00010816882744166992,2.026545488974441e-05,0
663,n04429376_22381,110,"[0, 0, 1]",0,0,0,1,0.9075851642616645,0.0845210111930967,0.007893824545238605,0
664,n02504458_7472,110,"[1, 1, 1]",1,1,1,1,0.0007363513297098253,0.999214405631323,4.924303896696053e-05,1
665,n04548280_711,125,"[0, 0, 1]",0,0,0,1,0.9303098813857212,0.030703597458787715,0.03898652115549093,0
666,n03085013_16115,110,"[0, 0, 0]",0,0,0,0,0.9987320643362625,0.0006194180354021494,0.0006485176283353239,0
667,n04285008_8880,125,"[2, 2, 2]",2,2,2,2,0.0014841526735164632,0.0004997683199129718,0.9980160790065705,2
668,n02690373_4409,110,"[2, 2, 2]",2,2,2,2,8.020234354923073e-05,6.611525147639525e-05,0.9998536824049744,2
669,n04505470_8018,110,"[0, 0, 1]",0,0,0,1,0.9723906541992348,0.008953821317109078,0.018655524483656226,0
670,n02504458_1790,110,"[0, 1, 1]",1,0,1,1,0.014222567706338224,0.9694978047086891,0.01627962758497281,1
671,n02814533_26334,125,"[1, 0, 0]",0,1,0,0,0.12615963254023146,0.012602658447688181,0.8612377090120803,2
672,n02690373_18412,110,"[2, 2, 2]",2,2,2,2,1.8107012147034704e-06,4.334336647903224e-06,0.9999938549621376,2
673,n04548280_541,110,"[0, 0, 0]",0,0,0,0,0.9970536478618421,0.0005259615455581334,0.002420390592599828,0
674,n02108422_12370,125,"[1, 1, 1]",1,1,1,1,0.012647226201002457,0.9772290241408116,0.010123749658186014,1
675,n02102973_7074,125,"[2, 1, 1]",1,2,1,1,0.000840380414684395,0.9977917244088663,0.0013678951764492136,1
676,n02123045_10717,110,"[1, 1, 1]",1,1,1,1,0.0018083092026985885,0.9981393536779217,5.2337119379587444e-05,1
677,n02708093_2180,110,"[0, 0, 0]",0,0,0,0,0.8010822980562259,0.07159624123031963,0.12732146071345465,0
678,n03417042_7506,110,"[2, 2, 2]",2,2,2,2,0.05073969061244567,0.02102754167116159,0.928232767716393,2
679,n02835271_2594,110,"[2, 2, 2]",2,2,2,2,4.961494117263871e-08,2.816814759504542e-07,0.9999996687035828,2
680,n03792782_6023,125,"[2, 1, 2]",2,2,1,2,0.2334248642591133,0.4444016521663053,0.32217348357458137,1
681,n02124075_13772,125,"[1, 1, 1]",1,1,1,1,0.02286969919351786,0.9710739031625928,0.006056397643889405,1
682,n03041632_4787,110,"[0, 0, 0]",0,0,0,0,0.8517129256215373,0.10222803437429409,0.04605904000416853,0
683,n03196217_11054,125,"[0, 0, 0]",0,0,0,0,0.9999996470832696,1.3816792619335686e-07,2.1474880436546948e-07,0
684,n04273569_4772,125,"[2, 0, 2]",2,2,0,2,0.00042839497337537685,0.00377309526778298,0.9957985097588417,2
685,n03196217_11054,110,"[0, 0, 0]",0,0,0,0,0.9999995230760675,1.4010477129047554e-07,3.368191612436009e-07,0
686,n04579145_2276,110,"[0, 0, 1]",0,0,0,1,0.8085743497607735,0.18889834762021465,0.0025273026190118083,0
687,n02097658_1316,110,"[1, 1, 1]",1,1,1,1,0.0002911094338884683,0.9988353946064428,0.0008734959596688464,1
688,n02123394_2765,110,"[1, 1, 1]",1,1,1,1,1.624377398902164e-06,0.9999983163667544,5.925584667177659e-08,1
689,n02835271_22549,125,"[2, 2, 2]",2,2,2,2,0.00027798688148271986,9.772627560113402e-05,0.9996242868429163,2
690,n03196217_3730,125,"[0, 0, 2]",0,0,0,2,0.9978410558056829,0.0010318511481453136,0.001127093046171912,0
691,n02504458_1790,125,"[2, 1, 1]",1,2,1,1,0.008629563989125249,0.9793125643282988,0.012057871682576039,1
692,n01819313_3638,110,"[1, 1, 1]",1,1,1,1,9.705694916180285e-07,0.9999989961926451,3.323786305918624e-08,1
693,n02951358_9103,110,"[2, 2, 2]",2,2,2,2,3.170017121319386e-08,2.1489957377300736e-06,0.999997819304091,2
694,n04560804_6469,110,"[0, 0, 0]",0,0,0,0,0.7505337604227524,0.11750093154876787,0.1319653080284796,0
695,n04505470_4724,110,"[0, 0, 0]",0,0,0,0,0.9999949930815648,1.855662609465556e-06,3.1512558256975595e-06,0
696,n02123597_4813,125,"[0, 1, 1]",1,0,1,1,0.143521632183287,0.8549146170112317,0.0015637508054812891,1
697,n02002556_1936,110,"[1, 1, 1]",1,1,1,1,3.298838684941314e-05,0.9999613673401336,5.644273017045551e-06,1
698,n02504013_2974,125,"[0, 1, 1]",1,0,1,1,3.236320314022467e-05,0.9999564964589605,1.1140337899395738e-05,1
699,n02951358_34926,110,"[2, 2, 2]",2,2,2,2,0.0001353980839595102,0.02934010417424445,0.9705244977417962,2
700,n03041632_39836,110,"[0, 0, 0]",0,0,0,0,0.983641419094999,0.0021336335553274258,0.014224947349673328,0
701,n02835271_15572,110,"[2, 0, 2]",2,2,0,2,7.647722734143618e-09,5.423962841650195e-08,0.9999999381126489,2
702,n02108551_26509,110,"[2, 1, 1]",1,2,1,1,6.1377793433335955e-06,0.9999776113310677,1.625088958893632e-05,1
703,n03796401_19777,125,"[2, 0, 2]",2,2,0,2,0.007812333367816451,0.0022467814652212237,0.9899408851669622,2
704,n02504013_5783,125,"[0, 1, 1]",1,0,1,1,0.002337517154052534,0.9951861731540544,0.002476309691892919,1
705,n03792782_12433,110,"[2, 2, 2]",2,2,2,2,0.0016541528218266773,0.0016418524824991765,0.996703994695674,2
706,n03662601_10528,110,"[2, 0, 2]",2,2,0,2,0.06564272164667509,0.0026661649783912647,0.931691113374934,2
707,n02708093_2361,110,"[0, 0, 0]",0,0,0,0,0.9431535079186603,0.0015630757615346447,0.05528341631980526,0
708,n02006656_11301,110,"[1, 1, 1]",1,1,1,1,1.0027004347635347e-05,0.9999786135404565,1.1359455195807043e-05,1
709,n02093754_5012,125,"[1, 1, 1]",1,1,1,1,0.00014039863683235033,0.9994472073928374,0.00041239397033006385,1
710,n02107908_3447,125,"[2, 1, 1]",1,2,1,1,0.058672604395226285,0.8503822136063903,0.09094518199838324,1
711,n04285008_9774,110,"[2, 2, 2]",2,2,2,2,3.6614802665195315e-05,1.2984051822570786e-05,0.9999504011455124,2
712,n02090379_1932,125,"[2, 1, 1]",1,2,1,1,0.04083560682037964,0.9494863252364287,0.009678067943191431,1
713,n03041632_48062,125,"[0, 0, 2]",0,0,0,2,0.6386543794580678,0.29702393977680186,0.06432168076513034,0
714,n01798484_5988,125,"[1, 1, 1]",1,1,1,1,0.010067204478305815,0.9887204271760648,0.0012123683456292799,1
715,n04612504_8599,125,"[2, 2, 2]",2,2,2,2,0.00010793198660250607,0.003957493351179364,0.9959345746622182,2
716,n04467665_59160,110,"[2, 2, 2]",2,2,2,2,1.965515042755563e-06,4.511794201329683e-07,0.9999975833055371,2
717,n04467665_58341,110,"[2, 2, 2]",2,2,2,2,0.0020940065949601686,0.005396422820118936,0.9925095705849208,2
718,n03041632_3101,125,"[0, 0, 0]",0,0,0,0,0.9992000023848969,0.0001553442239386419,0.0006446533911642129,0
719,n03041632_87339,110,"[0, 0, 0]",0,0,0,0,0.8963735150478302,0.0758535444666396,0.02777294048553012,0
720,n03041632_27960,110,"[0, 0, 0]",0,0,0,0,0.9999999912793213,2.830428576498281e-09,5.890250117061811e-09,0
721,n03344393_399,110,"[2, 0, 2]",2,2,0,2,0.005551907176281466,0.011896974645877354,0.9825511181778414,2
722,n02134084_27094,125,"[1, 1, 1]",1,1,1,1,0.031137610259920217,0.9555622286462395,0.01330016109384015,1
723,n02814533_27597,110,"[2, 2, 2]",2,2,2,2,6.610029696508495e-05,0.00011558611126510631,0.9998183135917698,2
724,n01855672_7426,110,"[1, 1, 1]",1,1,1,1,5.373151997383606e-06,0.9999917587027598,2.8681452427130524e-06,1
725,n03983396_8837,125,"[0, 0, 2]",0,0,0,2,0.9888353617607486,0.006287760230386111,0.004876878008865161,0
726,n02708093_107,110,"[0, 0, 0]",0,0,0,0,0.9995762859610621,8.005371803308522e-05,0.0003436603209047566,0
727,n02504458_1000,110,"[1, 1, 1]",1,1,1,1,7.136605124543134e-05,0.9999257946065115,2.839342242861603e-06,1
728,n03662601_4925,110,"[2, 2, 2]",2,2,2,2,2.243186766391174e-06,1.078810969225324e-05,0.9999869687035415,2
729,n02123159_7390,125,"[1, 1, 1]",1,1,1,1,1.9856895847598422e-05,0.9999763981066161,3.744997536231513e-06,1
730,n02132136_7863,110,"[1, 1, 1]",1,1,1,1,5.7886375995040605e-05,0.9998840023659918,5.811125801301157e-05,1
731,n02009229_2294,110,"[1, 1, 1]",1,1,1,1,3.2438725914242587e-09,0.9999999920083538,4.747773602391667e-09,1
732,n03417042_9689,125,"[2, 2, 2]",2,2,2,2,0.017022112818019606,0.006220560903225172,0.9767573262787553,2
733,n02132136_6459,110,"[1, 1, 1]",1,1,1,1,1.1931186442314693e-05,0.9999821305942783,5.9382192794494275e-06,1
734,n02823428_10946,125,"[0, 0, 1]",0,0,0,1,0.9707519967867536,0.012795217563289368,0.016452785649956995,0
735,n03041632_36280,110,"[0, 0, 0]",0,0,0,0,0.9999456993586857,3.851206235158206e-05,1.578857896258172e-05,0
736,n04285008_15181,110,"[2, 2, 2]",2,2,2,2,3.303409960716965e-06,9.963406919277713e-07,0.9999957002493474,2
737,n02708093_1128,125,"[0, 0, 0]",0,0,0,0,0.5392061252834564,0.012264787743480441,0.44852908697306304,0
738,n03085013_18623,110,"[0, 0, 0]",0,0,0,0,0.9999500201436343,2.8836850366062603e-05,2.114300599979593e-05,0
739,n04099969_36200,110,"[0, 0, 0]",0,0,0,0,0.2330791001028409,0.7246996916373472,0.04222120825981209,1
740,n02134418_2372,110,"[2, 1, 1]",1,2,1,1,0.012976480631371015,0.980067210395885,0.0069563089727441435,1
741,n02690373_6576,125,"[2, 2, 2]",2,2,2,2,5.157213513570732e-05,2.5729198246682434e-05,0.9999226986666175,2
742,n03792782_24722,125,"[2, 0, 2]",2,2,0,2,0.0007191421130303184,0.00479181425750934,0.9944890436294603,2
743,n03085013_4281,110,"[0, 0, 2]",0,0,0,2,0.9875202148430259,0.0025626990291847404,0.009917086127789207,0
744,n02125311_1469,125,"[2, 1, 1]",1,2,1,1,0.0048265227768680705,0.9854223695621214,0.009751107661010516,1
745,n02791124_60,125,"[0, 0, 1]",0,0,0,1,0.8926021742111382,0.0672429503321658,0.04015487545669606,0
746,n03085013_7613,110,"[0, 0, 2]",0,0,0,2,0.9048406224143736,0.07122636873273312,0.02393300885289326,0
747,n02123159_5993,125,"[2, 1, 1]",1,2,1,1,0.029074672861508298,0.9157764874708043,0.05514883966768723,1
748,n03417042_1126,125,"[2, 2, 2]",2,2,2,2,0.0008206122460913771,0.0007586044504508604,0.998420783303458,2
749,n03085013_4281,125,"[0, 0, 2]",0,0,0,2,0.9859272442227175,0.005307640844889899,0.008765114932392449,0
750,n03792782_14531,110,"[2, 2, 2]",2,2,2,2,0.0017844888040316805,0.0005704374808010138,0.9976450737151673,2
751,n03041632_11327,110,"[0, 0, 2]",0,0,0,2,0.972667225428049,0.009327624103096014,0.01800515046885509,0
752,n02027492_9899,125,"[1, 1, 1]",1,1,1,1,1.272692579116348e-07,0.9999996896943167,1.8303642552071923e-07,1
753,n04505470_2389,125,"[0, 0, 2]",0,0,0,2,0.9987452058325087,0.0002465448280283232,0.0010082493394627512,0
754,n04505470_2909,110,"[0, 0, 0]",0,0,0,0,0.999815294469161,6.151418866965423e-05,0.00012319134216935544,0
755,n04505470_3433,125,"[0, 0, 1]",0,0,0,1,0.999425759869598,0.00020377143279260186,0.000370468697609378,0
756,n02690373_3912,125,"[2, 2, 2]",2,2,2,2,7.121376700794725e-06,1.1517011079549054e-05,0.9999813616122195,2
