,image_name,expert1,expert2,expert3,consensus,noise_level,model_p0,model_p1,model_p2
292,n02690373_2232,2,2,2,2,120,0.3023960601339452,0.3044829417193363,0.39312099814671847
293,n04285008_4834,2,0,0,0,120,0.4324740093081184,0.07876721696776219,0.48875877372411947
294,n02690373_2498,2,2,2,2,120,0.0062977429151175775,0.057203929139413405,0.9364983279454692
295,n02504013_6081,1,2,1,1,120,0.06898856120395767,0.9118099982782764,0.019201440517766077
296,n02504013_2945,1,1,1,1,120,0.007918374707780276,0.9873118394239953,0.004769785868224234
297,n03792782_1475,2,2,2,2,120,0.10527811981962669,0.18594862901939152,0.7087732511609817
298,n04273569_4584,2,2,2,2,120,9.199846509515493e-05,0.003793292739243598,0.996114708795661
299,n04548280_6290,0,0,0,0,120,0.999955423733135,3.6748161528051915e-05,7.828105337121697e-06
300,n03792782_12433,2,2,2,2,120,0.061152233590022725,0.6076655273938332,0.33118223901614396
301,n04560804_4138,0,0,0,0,120,0.873578522850831,0.12129681129817049,0.005124665850998314
302,n02025239_3073,1,1,1,1,120,7.842200121000455e-11,0.9999999995194327,4.0214544201144616e-10
303,n01616318_3247,2,1,1,1,120,0.03262044389419598,0.8572605955399899,0.11011896056581408
304,n03937543_3726,0,0,0,0,120,0.9784486044874878,0.012375823956414629,0.009175571556097616
305,n02504013_8614,0,1,1,1,120,0.00026659131991140444,0.9995742743117153,0.0001591343683733412
306,n02504458_4553,1,1,1,1,120,0.0013181414492730056,0.997051309564626,0.0016305489861010694
307,n02814533_16767,2,2,2,2,120,0.008330653528414271,0.0066202033315736816,0.985049143140012
308,n03937543_7520,0,0,0,0,120,0.9925210275661389,0.0064534246835412055,0.001025547750319959
309,n04429376_54570,0,0,0,0,120,0.8785129162661489,0.08127634767253142,0.04021073606131945
310,n02094114_7024,2,1,1,1,120,0.2290908385261992,0.6799484625626164,0.09096069891118444
311,n02791124_16885,0,0,1,0,120,0.7511282740940335,0.22718703175095908,0.021684694155007376
312,n04505470_3261,0,0,0,0,120,0.9969558068984904,0.0018203743154657714,0.0012238187860437659
313,n02690373_9322,2,2,2,2,120,0.0003592446981171524,0.00012024475256251001,0.9995205105493205
314,n01531178_2725,1,1,1,1,120,0.013454233002645916,0.9787650730073888,0.0077806939899653154
315,n03041632_5801,0,0,0,0,120,0.008111717606115437,0.9493258311564795,0.042562451237405104
316,n02791124_6368,0,0,0,0,120,0.924350315700205,0.05469462469677051,0.020955059603024268
317,n04111531_409,0,0,0,0,120,0.7862621058748781,0.18773740982218387,0.02600048430293811
318,n04505470_7312,0,0,0,0,120,0.9923598209014854,0.006692238835841051,0.0009479402626735742
319,n03041632_49513,0,0,0,0,120,0.9674398254013491,0.013341487855797262,0.019218686742853642
320,n02690373_4015,2,0,0,0,120,0.064353899770411,0.3282787991315588,0.60736730109803
321,n02125311_5229,1,1,1,1,120,0.10736932009546378,0.8427895605994661,0.049841119305070083
322,n03041632_27960,0,0,0,0,120,0.9724470279282181,0.008710208216122993,0.018842763855658716
323,n02056570_727,1,0,1,1,120,0.00503327061764487,0.9885844828802999,0.0063822465020552995
324,n02690373_2882,2,2,2,2,120,2.022225937713036e-05,3.4334850493253955e-05,0.9999454428901297
325,n03796401_16603,2,2,2,2,120,0.09528674412760196,0.0009121683903779259,0.9038010874820201
326,n01530575_3903,1,1,1,1,120,0.8139030630531641,0.14552869735828505,0.04056823958855087
327,n04505470_206,0,0,0,0,120,0.9885539510092053,0.006730730183449421,0.0047153188073453724
328,n02708093_4783,0,0,0,0,120,0.7294021463057163,0.07124496161908234,0.1993528920752014
329,n02132136_7863,1,1,1,1,120,0.0006026062819398489,0.999256648980021,0.00014074473803930382
330,n04612504_2471,2,2,2,2,120,0.00068540293796253,0.017568113969545315,0.9817464830924921
331,n04111531_3063,0,0,0,0,120,0.8921821739796937,0.05936751634669588,0.04845030967361038
332,n03041632_51225,0,0,0,0,120,0.9920970363695499,0.0003344656954840495,0.007568497934965842
333,n02835271_18386,2,2,2,2,120,0.10375032572956545,0.015900966401137293,0.8803487078692973
334,n03041632_43975,0,0,2,0,120,0.5726229472452373,0.13895168987664028,0.2884253628781225
335,n03041632_24561,0,0,0,0,120,0.9478557824623325,0.03674804245616635,0.01539617508150111
336,n02085936_5775,1,1,1,1,120,0.0007010802126302259,0.9992311442759257,6.777551144401017e-05
337,n02105641_14112,1,1,2,1,120,0.06596918872560825,0.9025778001404662,0.03145301113392559
338,n04467665_3298,2,1,2,2,120,0.042868962781617934,0.011140528351910881,0.9459905088664712
339,n03792782_16433,2,2,2,2,120,0.044196858746169514,0.06553490248543778,0.8902682387683927
340,n04505470_2540,0,0,0,0,120,0.7031992822641242,0.035737662665246514,0.26106305507062927
341,n01558993_12968,1,1,1,1,120,0.0276930963953108,0.9702403267452544,0.0020665768594347635
342,n04505470_650,0,0,0,0,120,0.9894964997853488,0.0005673589275757359,0.0099361412870754
343,n03662601_4925,2,2,2,2,120,0.0016908256256317816,0.008271511502732642,0.9900376628716354
344,n04111531_1004,0,0,0,0,120,0.7612046847756067,0.03108876099374961,0.20770655423064371
345,n02504013_7659,2,1,1,1,120,0.000966110099614058,0.9932229727357632,0.005810917164622629
346,n03376595_7835,0,2,0,0,120,0.14504950699732638,0.7780641936179886,0.07688629938468508
347,n01601694_10499,1,1,1,1,120,0.001899234036375819,0.9280360955829089,0.0700646703807152
348,n02690373_11799,2,2,2,2,120,0.13370736009743284,0.1493902308652693,0.716902409037298
349,n04099969_5190,0,0,0,0,120,0.8874983894845451,0.06415526050284552,0.04834635001260949
350,n02133161_7233,0,1,1,1,120,0.004912896779713473,0.9918203108312489,0.0032667923890379166
351,n02951358_9103,2,2,2,2,120,0.0005530244379760488,0.027568123032838003,0.9718788525291858
352,n02017213_17013,2,1,1,1,120,0.040473665950921285,0.8823041350586298,0.07722219899044899
353,n02690373_971,2,1,2,2,120,0.4181739295041571,0.21927615301836492,0.362549917477478
354,n04548280_9121,0,0,0,0,120,0.6269006081480051,0.09895963744097798,0.274139754411017
355,n02013706_6035,1,1,1,1,120,0.0026173138606095207,0.9817309037320239,0.015651782407366668
356,n02708093_3504,0,0,0,0,120,0.8372341399131513,0.09743805984985462,0.06532780023699417
357,n03041632_22472,0,0,0,0,120,0.9917218763540152,0.003323767450141552,0.00495435619584317
358,n02091831_6436,1,1,1,1,120,0.057095789195110005,0.8427050452483756,0.10019916555651426
359,n04612504_12864,2,0,2,2,120,0.015044130260577939,0.05924372777528207,0.9257121419641401
360,n04429376_7892,1,0,0,0,120,0.8156640853759628,0.16605196733297287,0.01828394729106435
361,n02107312_1546,1,1,1,1,120,0.02647037398279814,0.9602386101361811,0.013291015881020832
362,n02690373_9401,2,2,2,2,120,0.00014270031792308697,9.174924250857806e-05,0.9997655504395682
363,n02791124_11523,0,0,0,0,120,0.3414791337454085,0.4944402678869121,0.16408059836767952
364,n03041632_4806,0,0,0,0,120,0.3721045433699587,0.49200236632020544,0.13589309030983587
365,n02814533_35294,2,2,2,2,120,0.019956313050957727,0.009679142849714365,0.9703645440993277
366,n02123045_7197,1,1,1,1,120,0.00045534872052458683,0.9995403793501926,4.271929282840378e-06
367,n04548280_4582,0,0,0,0,120,0.17761292689431174,0.8174955611666672,0.004891511939020866
368,n04099969_1126,0,0,0,0,120,0.8827106833436646,0.10284987703741262,0.014439439618922736
369,n02111129_1530,1,0,1,1,120,0.06228854158509597,0.9347412446531973,0.0029702137617065956
370,n04111531_8658,0,0,2,0,120,0.8120015029362286,0.0938408916239479,0.09415760543982354
371,n02123394_4542,1,1,1,1,120,0.00042267980950209174,0.9994962558896634,8.106430083455968e-05
372,n04548280_3125,0,0,0,0,120,0.9926370929290066,0.006426858781336715,0.0009360482896565839
373,n02690373_3912,2,2,2,2,120,0.008771038633964518,0.018059250516996878,0.9731697108490382
374,n04612504_41457,2,2,2,2,120,0.03073361155076492,0.1102980810907493,0.8589683073584858
375,n02132136_20607,1,1,1,1,120,0.046164389037876175,0.9515929140352397,0.00224269692688425
376,n03792782_24722,2,2,2,2,120,0.08192009586816518,0.8161357411740044,0.10194416295783047
377,n02123394_6265,0,1,1,1,120,0.03924302443235224,0.9382204430316964,0.022536532535951302
378,n04505470_10786,0,0,0,0,120,0.8359015612137906,0.12684636399905186,0.03725207478715763
379,n03100240_159,2,2,2,2,120,0.0034439801644029723,0.007812845546963511,0.9887431742886335
380,n02835271_8417,2,1,2,2,120,0.0910200528220039,0.05800476724200261,0.8509751799359934
381,n03662601_13715,2,2,2,2,120,0.0014017083924708804,0.00305721334439127,0.9955410782631376
382,n04111531_11655,0,0,0,0,120,0.3278428239644888,0.015651798705317493,0.6565053773301939
383,n02690373_4409,2,2,2,2,120,0.0929914428820228,0.6335913260843243,0.2734172310336529
384,n03100240_3205,2,2,2,2,120,0.012224989788130112,0.019077270737404912,0.9686977394744649
385,n02504013_1515,1,1,1,1,120,0.0010321263562933082,0.9981715871364885,0.0007962865072181053
386,n02690373_6831,2,2,2,2,120,0.009480828175605773,0.0014451540926112131,0.9890740177317832
387,n04099969_18254,0,0,1,0,120,0.9307711961528093,0.032470851133944094,0.03675795271324648
388,n02009229_2294,1,1,1,1,120,0.0003750019765907175,0.9995229326006223,0.00010206542278702759
389,n03662601_4255,2,0,2,2,120,0.3741583536765016,0.5892840241418376,0.036557622181660934
390,n03100240_2503,2,2,2,2,120,0.034879410754757326,0.0062712518483113095,0.9588493373969313
391,n03196217_8726,0,0,0,0,120,0.8209703790957855,0.02096722789624347,0.15806239300797129
392,n01824575_2244,0,1,1,1,120,0.19270426651244973,0.7813748280838955,0.025920905403654868
393,n02133161_2756,0,0,2,0,120,0.0019877427095840346,0.9951909212941776,0.002821335996238413
394,n02132136_7507,1,1,1,1,120,0.023639000558953915,0.9737594357358267,0.002601563705219397
395,n03792782_32341,2,0,2,2,120,0.0585540308027685,0.7719081194922803,0.16953784970495114
396,n02690373_3698,2,2,2,2,120,9.893513324459182e-05,0.7948961189201964,0.20500494594655894
397,n03792782_18947,2,1,2,2,120,0.19229714946107532,0.09300303873872244,0.7146998118002024
398,n02814533_12925,2,2,2,2,120,0.00043415787336216645,0.0003608874645718387,0.9992049546620659
399,n04285008_7920,2,2,2,2,120,0.0001425406139550287,8.486361232500738e-05,0.99977259577372
400,n02835271_11995,2,0,2,2,120,0.0657569049451171,0.8335506998829089,0.10069239517197409
401,n02504458_6898,1,1,1,1,120,0.0021690836679485407,0.9922961118462573,0.005534804485794272
402,n04285008_12438,2,2,2,2,120,0.09468592770985096,0.06728682932102735,0.8380272429691217
403,n03041632_52371,0,0,0,0,120,0.968822519792417,0.010356106315539793,0.020821373892043138
404,n02690373_10285,2,2,2,2,120,0.23273700522038232,0.5639665557328669,0.2032964390467507
405,n04612504_8599,2,2,2,2,120,0.010082978790542298,0.03037529498899051,0.9595417262204675
406,n02690373_6492,2,2,2,2,120,0.0035290812400745474,0.00640089205240805,0.9900700267075172
407,n03796401_11076,2,2,2,2,120,0.14292114156302438,0.03996313601744564,0.8171157224195301
408,n02951358_6617,2,2,2,2,120,0.05985305094668914,0.26649059722356433,0.6736563518297466
409,n04111531_23830,0,0,0,0,120,0.9993808044321052,0.00015764237083934273,0.00046155319705561636
410,n02814533_73944,2,2,2,2,120,0.005883991149239977,0.016034017881519678,0.9780819909692403
411,n02504013_1785,2,1,1,1,120,0.007885145846734413,0.9848566615749558,0.007258192578309853
412,n04111531_8818,0,0,0,0,120,0.29574107773772684,0.10478137589299051,0.5994775463692827
413,n03937543_3196,0,0,0,0,120,0.999575124780305,0.00027926710457636095,0.00014560811511878105
414,n04111531_23668,0,0,0,0,120,0.8874304490826006,0.05125291951045913,0.0613166314069402
415,n03100240_7113,2,2,2,2,120,0.049164538074653125,0.007197826960457011,0.9436376349648897
416,n02690373_6535,2,2,2,2,120,0.001306999373017189,0.0006810219755958621,0.9980119786513867
417,n04111531_14934,0,0,0,0,120,0.8758044500193733,0.01925531673383533,0.10494023324679139
418,n03417042_16403,2,2,2,2,120,0.013440862550240237,0.0009016417530904111,0.9856574956966693
419,n03983396_14652,0,0,0,0,120,0.9426614526258954,0.03588804376535156,0.021450503608753144
420,n03417042_1126,2,2,2,2,120,0.03130731532369782,0.027983312902679674,0.9407093717736225
421,n02823428_334,0,0,0,0,120,0.9748214040648643,0.023341307678710635,0.0018372882564250468
422,n02123159_4952,0,1,1,1,120,0.059532465621988426,0.31796589904237615,0.6225016353356354
423,n03041632_12651,0,0,0,0,120,0.6323581856256303,0.2973347729866672,0.07030704138770222
424,n03937543_11751,0,0,0,0,120,0.11262859139683125,0.8836062623023977,0.003765146300771121
425,n04560804_6469,0,0,0,0,120,0.4300048729966494,0.09913588756330859,0.47085923944004215
426,n03417042_3171,2,0,2,2,120,0.11505127776415741,0.42132524589472964,0.463623476341113
427,n04111531_12450,2,0,2,2,120,0.4849366779605969,0.01635843441112513,0.49870488762827786
428,n03041632_120,0,0,0,0,120,0.8399302465880267,0.054566553338599576,0.10550320007337394
429,n04429376_294,0,0,0,0,120,0.3955401250005825,0.47127009197024855,0.13318978302916895
430,n02100583_3987,1,1,1,1,120,0.012966942079773487,0.9864523354603114,0.0005807224599148254
431,n02123394_2461,1,1,1,1,120,0.001134327715220511,0.9988405624446107,2.510984016889318e-05
432,n02690373_2217,2,2,2,2,120,0.005993237942224984,0.09180165822118692,0.9022051038365879
433,n03041632_44230,0,0,0,0,120,0.31004799643697156,0.3028558639544636,0.387096139608565
434,n02134418_134,1,1,1,1,120,0.0036704703463947054,0.993338424924302,0.0029911047293030165
435,n02504458_6931,2,1,1,1,120,0.03222578448656884,0.9540527353552424,0.013721480158188762
436,n02132136_5315,1,1,1,1,120,0.0014308803620719309,0.9965457247818555,0.0020233948560725414
437,n01601694_9470,2,1,1,1,120,0.00023353966024982777,0.999628772502519,0.0001376878372311409
438,n02690373_20331,2,2,2,2,120,0.027737944257329172,0.03773049919187535,0.9345315565507952
439,n02133161_1433,1,1,1,1,120,9.54485656814688e-05,0.999853157253017,5.1394181301754686e-05
440,n03983396_10230,0,0,0,0,120,0.7729882898188469,0.029988042645251,0.197023667535902
441,n02134418_1674,2,1,1,1,120,0.008022681083243992,0.9892630189024707,0.0027143000142851865
442,n03041632_38996,0,0,0,0,120,0.9547299581667973,0.020943221446516704,0.02432682038668581
443,n02690373_9687,2,0,2,2,120,0.0063712325617044695,0.0023530717154139047,0.9912756957228818
444,n02134084_16430,1,1,1,1,120,0.0058728053109533915,0.9923669433592441,0.001760251329802339
445,n04505470_4997,0,0,2,0,120,0.9773112434132014,0.005452885131025765,0.017235871455772635
446,n02504458_2471,1,1,1,1,120,0.026518866727266572,0.9687714231992636,0.00470971007346991
447,n04111531_13391,0,0,0,0,120,0.7194365067142143,0.010451032432266078,0.2701124608535196
448,n02835271_7311,2,1,2,2,120,0.05707000742162609,0.8414153318547057,0.10151466072366828
449,n03100240_17393,2,2,2,2,120,0.00018037138415245583,0.0005374316315309242,0.9992821969843166
450,n04111531_2066,0,0,0,0,120,0.8263952547981929,0.05908861670219622,0.11451612849961083
451,n02708093_1673,0,0,0,0,120,0.028165239821044998,0.9654352402810229,0.006399519897932172
452,n04557648_3729,0,0,0,0,120,0.6995381615002747,0.2185279039560339,0.08193393454369156
453,n04505470_7946,0,0,2,0,120,0.9626982316198767,0.005375247479003949,0.03192652090111914
454,n03796401_7179,2,0,2,2,120,0.26258054100820233,0.010180489252598762,0.727238969739199
455,n04111531_9026,0,0,1,0,120,0.9751574278486852,0.0036258196482673185,0.021216752503047435
456,n04273569_5276,2,2,2,2,120,0.0005978109701731489,0.07230958957255454,0.9270925994572725
457,n03417042_28519,2,2,2,2,120,0.0003131050101999294,8.528153022625468e-05,0.9996016134595738
458,n04111531_7965,0,0,0,0,120,0.8788799618454461,0.0591035539427203,0.0620164842118335
459,n03085013_22980,0,0,2,0,120,0.3697972967767358,0.06143312338941501,0.5687695798338493
460,n04548280_8246,0,0,0,0,120,0.999925281297223,7.191846283760015e-05,2.8002399391807543e-06
461,n03100240_12065,2,2,2,2,120,9.191227894650009e-05,4.033184826605457e-05,0.9998677558727875
462,n02504458_8103,1,1,1,1,120,0.003622699698389184,0.9949944128450122,0.0013828874565986302
463,n04111531_4939,0,0,0,0,120,0.5374022653681876,0.019987648461969307,0.4426100861698432
464,n04099969_1755,0,0,0,0,120,0.9257271390226682,0.024347767924651823,0.04992509305267999
465,n02708093_2650,0,0,0,0,120,0.6662676970510475,0.1941087598204164,0.13962354312853612
466,n02690373_12505,2,2,2,2,120,0.02395311151098728,0.6731484281898901,0.30289846029912276
467,n04548280_5068,0,0,0,0,120,0.7660311397279281,0.20865158865550829,0.025317271616563868
468,n04111531_10710,0,0,0,0,120,0.941033775976468,0.02024105352689804,0.0387251704966342
469,n02106550_6482,1,1,1,1,120,0.02214027014402655,0.9685925552032598,0.009267174652713747
470,n04285008_14345,2,2,2,2,120,0.0019009687927602935,0.0003028441117419442,0.9977961870954977
471,n02123597_4813,1,1,1,1,120,0.3156554381793924,0.682703662857532,0.0016408989630757411
472,n02835271_6930,2,1,2,2,120,0.07545563904385906,0.3599881744933378,0.5645561864628035
473,n03100240_2195,2,2,2,2,120,0.16364150547780038,0.11111823640307804,0.7252402581191219
474,n02835271_11922,2,2,2,2,120,0.7926397776664778,0.008911291346527125,0.19844893098699506
475,n02134418_4110,2,1,1,1,120,0.003323035691577542,0.9887176022696854,0.007959362038737094
476,n01622779_9829,1,1,1,1,120,0.00029091489096976284,0.9996658116654225,4.327344360802095e-05
477,n02814533_7769,2,2,2,2,120,0.4730987810889452,0.09160855763092121,0.4352926612801335
478,n04591713_6473,0,0,0,0,120,0.9468566650621688,0.047406840961764354,0.0057364939760668025
479,n04505470_3433,0,0,0,0,120,0.9978588935350174,0.0006286906477837396,0.001512415817198918
480,n03662601_8778,2,0,0,0,120,0.028183362638460645,0.767155261704224,0.2046613756573154
481,n04467665_51054,2,1,2,2,120,0.602520368378293,0.026843806387085025,0.37063582523462213
482,n02835271_10910,2,1,2,2,120,0.055411131214121,0.8140920082371582,0.13049686054872062
483,n03417042_5249,2,2,2,2,120,0.20115957779413238,0.7612381511744645,0.03760227103140323
484,n03085013_20218,0,0,0,0,120,0.6694987034246419,0.07425138679031036,0.25624990978504764
485,n04505470_6955,0,1,1,1,120,0.9655627706757113,0.017921697925381397,0.01651553139890711
486,n03085013_16115,0,0,0,0,120,0.9949815035580526,0.004594609427676727,0.00042388701427053686
487,n02835271_9862,2,2,2,2,120,0.1257273046286917,0.33236885364462015,0.5419038417266882
488,n03085013_23549,0,0,0,0,120,0.8610243583404303,0.021933962842625006,0.11704167881694445
489,n02099849_1285,1,1,1,1,120,0.03881144025402089,0.9544289014803805,0.006759658265598385
490,n04560804_154,0,0,2,0,120,0.13229444189334474,0.8158498806675951,0.0518556774390601
491,n01798484_3874,0,1,1,1,120,0.019124254058422475,0.9771789278205247,0.0036968181210528875
492,n02124075_2843,1,1,0,1,120,0.007900839778918128,0.9919391383871289,0.0001600218339528517
493,n02037110_3267,1,1,1,1,120,0.0020228112523123266,0.9810574820812145,0.01691970666647321
494,n03041632_46422,0,0,0,0,120,0.7716429945899138,0.11441427750717426,0.11394272790291182
495,n03792782_14160,2,1,2,2,120,0.005548323729338692,0.7628586812487114,0.2315929950219501
496,n03041632_79317,0,0,0,0,120,0.5332882437934775,0.17303749382868658,0.29367426237783595
497,n02835271_15617,2,2,2,2,120,0.10866264541360222,0.10623992095209502,0.7850974336343027
498,n02098286_4425,1,1,1,1,120,0.01709154740952412,0.9688548716474847,0.014053580942991063
499,n03983396_1147,0,0,0,0,120,0.8660038459180411,0.11247212607941778,0.021524028002541058
500,n02134418_88,1,1,1,1,120,0.02470795287881202,0.9678732197555394,0.00741882736564845
501,n04548280_8510,0,0,0,0,120,0.9567366648423492,0.042832673332323455,0.00043066182532738964
502,n02690373_13317,2,2,2,2,120,0.029062162295595818,0.009759836975200196,0.9611780007292041
503,n03792782_6023,2,2,2,2,120,0.05440549575980043,0.9251041716237561,0.020490332616443563
504,n04612504_10725,2,2,2,2,120,0.004857314912604093,0.033779465708943066,0.9613632193784529
505,n04548280_2091,0,0,0,0,120,0.9996779712258258,0.00016140923707910998,0.0001606195370949004
506,n02089078_8273,2,2,1,2,120,0.2007794061874052,0.7095492219609936,0.08967137185160118
507,n04467665_70988,2,2,2,2,120,0.0106935549283312,0.0040595304548167125,0.9852469146168522
508,n02125311_9356,1,1,1,1,120,0.2795422159693674,0.7033532665265919,0.01710451750404083
509,n04548280_8583,0,0,0,0,120,0.9999821024630131,4.123522546829767e-07,1.74851847322439e-05
510,n04111531_887,0,0,0,0,120,0.19627768256255507,0.023572614245849378,0.7801497031915958
511,n02133161_8679,1,1,1,1,120,0.0020029335297097168,0.9898798344705548,0.008117231999735392
512,n03983396_17262,0,0,0,0,120,0.08542549238693685,0.775342051162874,0.13923245645018917
513,n02835271_15572,2,0,2,2,120,0.011590370451511747,0.06569176863979705,0.9227178609086912
514,n02690373_9531,2,2,2,2,120,0.016623028998373493,0.017980390062426695,0.9653965809392001
515,n02102480_12073,1,1,1,1,120,0.030668572703044017,0.9649756534175693,0.004355773879386539
516,n03100240_6526,2,2,2,2,120,0.00018329386086605976,0.00022309863414748387,0.9995936075049864
517,n01855672_7426,1,1,1,1,120,0.0004087506387491361,0.9994648733761056,0.00012637598514519269
518,n03085013_23648,0,0,0,0,120,0.9994592452866106,0.00013909565175928255,0.0004016590616300402
519,n02134084_3306,1,1,1,1,120,0.0006064011774217017,0.9993631070212076,3.0491801370618075e-05
520,n02504458_1600,1,1,1,1,120,0.0045338770010939205,0.9919583169324171,0.0035078060664891332
521,n04548280_8225,0,1,1,1,120,0.7379435932082051,0.17730770316777233,0.08474870362402243
522,n02823428_8404,0,0,0,0,120,0.9430944433390918,0.029185671321141818,0.027719885339766513
523,n02123597_1601,0,1,1,1,120,0.001134975651489801,0.9986788840612844,0.0001861402872259359
524,n03100240_6507,2,2,2,2,120,3.248310574350571e-05,8.316301349125983e-05,0.9998843538807652
525,n04467665_64402,2,2,2,2,120,0.041709013431783175,0.012144820532005548,0.9461461660362114
526,n02027492_1678,1,1,1,1,120,6.462623638571079e-11,0.9999999998711903,6.418359538085911e-11
527,n03041632_46091,0,0,0,0,120,0.4431957222558484,0.19023466166802094,0.3665696160761304
528,n02690373_2408,2,2,2,2,120,0.0001623122307731565,0.0344603673949798,0.9653773203742467
529,n03937543_828,0,0,0,0,120,0.7701804353242334,0.08174013780111877,0.14807942687464787
530,n04467665_66876,2,2,2,2,120,0.00038194137916288155,0.00026468735303929094,0.9993533712677977
531,n04285008_6439,2,2,2,2,120,0.02710975771130623,0.42430820814804193,0.5485820341406519
532,n04285008_16670,2,2,2,2,120,0.23464206835424128,0.17150028946789528,0.5938576421778635
533,n02504013_20780,1,1,1,1,120,4.188942693965701e-05,0.9998727063266275,8.540424643278615e-05
534,n02124075_10088,1,1,1,1,120,3.110802681911879e-05,0.9999425993301778,2.6292643003138285e-05
535,n02814533_45692,2,2,2,2,120,0.04883579960819395,0.4211869269040036,0.5299772734878024
536,n01824575_2746,1,1,1,1,120,0.0001424348908840071,0.9996888961693375,0.00016866893977851723
537,n03376595_9025,0,0,0,0,120,0.6180097415643373,0.2705633399765318,0.111426918459131
538,n02017213_4855,1,1,1,1,120,0.11130272881415175,0.8590263563597934,0.029670914826054842
539,n03041632_42472,0,0,0,0,120,0.9888291184317493,0.002812770062356663,0.008358111505894012
540,n02504458_7302,1,1,1,1,120,0.00017543881248494056,0.9992009862245831,0.0006235749629321461
541,n02002556_1936,2,1,1,1,120,0.09269703347526646,0.7906977164724523,0.11660525005228105
542,n03796401_1791,2,2,2,2,120,0.02937720654732233,0.0007545674957767179,0.969868225956901
543,n03100240_2012,2,2,2,2,120,5.6452115196348555e-05,7.775470659861443e-05,0.9998657931782051
544,n02033041_17119,1,1,1,1,120,0.10709958568692515,0.6843003633710432,0.20860005094203166
545,n02504013_4686,1,0,1,1,120,0.2373571697447459,0.675733785633847,0.08690904462140692
546,n02134418_573,1,1,1,1,120,0.029225966063006856,0.8230615504905341,0.147712483446459
547,n02002724_1654,1,1,1,1,120,0.00014759749632520705,0.9998319741366858,2.0428366989053636e-05
548,n02134084_3898,1,1,1,1,120,0.002155776757835277,0.9973321475073914,0.0005120757347733487
549,n04505470_4484,0,0,0,0,120,0.9811020467222942,0.013207351910557271,0.0056906013671485425
550,n02504013_10580,1,0,1,1,120,0.039820921885363646,0.9128424099916719,0.04733666812296476
551,n02132136_2313,1,1,1,1,120,0.009583921994539888,0.9830083237712703,0.007407754234189735
552,n03041632_11327,0,0,0,0,120,0.6564488479551648,0.08733765199860065,0.25621350004623467
553,n04111531_8537,0,0,0,0,120,0.545908656661987,0.38489238693948286,0.06919895639852996
554,n02504458_9213,1,1,1,1,120,0.44732859469202935,0.49444504943194056,0.058226355876030145
555,n03196217_7414,0,0,0,0,120,0.649001236515612,0.3010059440669292,0.049992819417458784
556,n02690373_10006,2,2,2,2,120,0.105949931405883,0.8282152497039935,0.06583481889012358
557,n01514859_3837,1,1,1,1,120,0.015381464966053804,0.9783900351833308,0.006228499850615329
558,n02028035_26229,1,1,1,1,120,0.0005509361136034078,0.9988474325534196,0.0006016313329770035
559,n04557648_310,1,1,0,1,120,0.647853520746547,0.3020660047643201,0.050080474489132956
560,n01820546_4631,1,1,1,1,120,0.035675982566728354,0.9313412314982206,0.0329827859350509
561,n03376595_19102,0,0,0,0,120,0.3429018884727352,0.20629854182536117,0.4507995697019036
562,n02504013_10341,1,1,1,1,120,0.0011418136335517167,0.9946796072350707,0.004178579131377511
563,n02104029_7335,1,1,1,1,120,0.0009562295986868264,0.9970485792343252,0.0019951911669879407
564,n02132136_9557,1,1,0,1,120,0.015107349111257305,0.9835181903391357,0.0013744605496068345
565,n02690373_6319,2,2,2,2,120,0.09660578636054233,0.03912063205235072,0.864273581587107
566,n02123159_5945,0,1,1,1,120,0.0006745173490280869,0.9989997027447872,0.0003257799061846914
567,n02690373_5374,2,2,2,2,120,0.0003022117142361214,0.1302815615611529,0.869416226724611
568,n03792782_20387,2,2,2,2,120,0.02352486852402144,0.06679915048924279,0.909675980986736
569,n03100240_9761,2,2,2,2,120,2.1558582024338937e-05,2.3648049741019925e-05,0.9999547933682346
570,n03041632_7090,0,0,2,0,120,0.8888911628306306,0.06122019640632895,0.04988864076304035
571,n04505470_5561,0,0,0,0,120,0.9742718568582553,0.012771371713206229,0.012956771428538507
572,n03983396_10362,0,0,0,0,120,0.39111702837729756,0.5846469031782131,0.024236068444489316
573,n02133161_11329,0,1,1,1,120,0.06891911838573536,0.8762195533951361,0.054861328219128425
574,n04505470_3286,0,0,0,0,120,0.9999838351004139,8.245013479646994e-06,7.919886106457457e-06
575,n04505470_2909,0,0,0,0,120,0.8784345774184835,0.032470405089855145,0.08909501749166132
576,n02094258_1036,0,1,1,1,120,0.8928367605390672,0.06610492830399939,0.04105831115693344
577,n02690373_19134,2,2,2,2,120,0.000591362438879714,0.0004935434709644834,0.998915094090156
578,n02104365_2334,1,1,1,1,120,0.018113270520668384,0.975827130946403,0.006059598532928494
579,n03344393_399,2,2,2,2,120,0.009747509688763686,0.004837946387853728,0.9854145439233825
580,n02133161_2166,1,1,1,1,120,0.061502093102605106,0.8812109942375519,0.05728691265984299
581,n02690373_891,2,2,2,2,120,0.00017072157490051,0.00019799211969501526,0.9996312863054044
582,n02123394_6698,1,1,1,1,120,0.00013467051184544196,0.9998418806777735,2.344881038094456e-05
583,n03041632_36280,0,0,0,0,120,0.9609609907498392,0.019944770851271162,0.019094238398889803
584,n02690373_2447,2,2,2,2,120,0.27008897455756187,0.10990883302019402,0.6200021924222441
